TAID,Pubchem CID,IUPAC Name,SMILES,Canonical SMILES,InChIKey,mouse_intravenous_LD50
TOX-62930,297301,1-(2-chloroethyl)-3-(1-thiophen-3-ylethyl)urea,CC(NC(=O)NCCCl)c1ccsc1,CC(NC(=O)NCCCl)c1ccsc1,PJGQEELZELMSLG-UHFFFAOYSA-N,5.111591061
TOX-62931,293440,1-(2-chloroethyl)-3-(3-methylsulfanylphenyl)urea,CSc1cccc(NC(=O)NCCCl)c1,CSc1cccc(NC(=O)NCCCl)c1,JAQDDUFJBPBWOL-UHFFFAOYSA-N,3.64052935
TOX-62932,294257,1-(2-chloroethyl)-3-(1-naphthalen-1-ylethyl)urea,CC(NC(=O)NCCCl)c1cccc2ccccc12,CC(NC(=O)NCCCl)c1cccc2ccccc12,RKFAWRIEXWONKF-UHFFFAOYSA-N,4.186841801
TOX-62933,297487,1-(2-chloroethyl)-3-octadec-9-enylurea,CCCCCCCCC=CCCCCCCCCNC(=O)NCCCl,CCCCCCCCC=CCCCCCCCCNC(=O)NCCCl,CUGAVRCBULMRIZ-UHFFFAOYSA-N,3.823549912
TOX-62934,3025292,1-(2-chloroethyl)-3-(4-phenylbutan-2-yl)urea,CC(CCc1ccccc1)NC(=O)NCCCl,CC(CCc1ccccc1)NC(=O)NCCCl,RTQKULLNTQFYAT-UHFFFAOYSA-N,3.657944918
TOX-62935,293581,1-(2-chloroethyl)-3-(2-propylphenyl)urea,CCCc1ccccc1NC(=O)NCCCl,CCCc1ccccc1NC(=O)NCCCl,MTIQUCZZTOTSGP-UHFFFAOYSA-N,4.26759408
TOX-62936,293544,"1-(2-chloroethyl)-3-(1,2,3,4-tetrahydronaphthalen-2-yl)urea",O=C(NCCCl)NC1CCc2ccccc2C1,O=C(NCCCl)NC1CCc2ccccc2C1,AATZWARJFHAMMS-UHFFFAOYSA-N,4.147410068
TOX-62937,293527,"1-(1,2,6,7,8,8a-hexahydroacenaphthylen-5-yl)-3-(2-chloroethyl)urea",O=C(NCCCl)Nc1ccc2c3c1CCCC3CC2,O=C(NCCCl)Nc1ccc2c3c1CCCC3CC2,PTXQEAWMYWXNAB-UHFFFAOYSA-N,4.331322935
TOX-62938,3025293,"1-(2-chloroethyl)-3-(5,6,7,8-tetrahydronaphthalen-1-yl)urea",O=C(NCCCl)Nc1cccc2c1CCCC2,O=C(NCCCl)Nc1cccc2c1CCCC2,JCPNMNMCKYEXRY-UHFFFAOYSA-N,4.28873922
TOX-62939,293494,"1-(2-chloroethyl)-3-(5,6,7,8-tetrahydronaphthalen-1-ylmethyl)urea",O=C(NCCCl)NCc1cccc2c1CCCC2,O=C(NCCCl)NCc1cccc2c1CCCC2,BBGIGWDOUADQDN-UHFFFAOYSA-N,3.920990266
TOX-62940,294114,"1-(2-chloroethyl)-3-(2,3,5,6-tetramethylphenyl)urea",Cc1cc(C)c(C)c(NC(=O)NCCCl)c1C,Cc1cc(C)c(C)c(NC(=O)NCCCl)c1C,NPOTVBZBUUIREW-UHFFFAOYSA-N,4.406132945
TOX-62941,3025294,1-(2-chloroethyl)-3-(2H-tetrazol-5-yl)urea,O=C(NCCCl)Nc1nn[nH]n1,O=C(NCCCl)Nc1nn[nH]n1,ZSZMIWBEVPLYTC-UHFFFAOYSA-N,3.280109225
TOX-62942,3025295,"1-(2-chloroethyl)-3-[1-(2,4-dimethylphenyl)ethyl]urea",Cc1ccc(C(C)NC(=O)NCCCl)c(C)c1,Cc1ccc(C(C)NC(=O)NCCCl)c(C)c1,ZVCKGTUSSOFJNR-UHFFFAOYSA-N,4.15086044
TOX-62943,276675,"1-(2-chloroethyl)-3-(2,4,5-trimethylphenyl)urea",Cc1cc(C)c(NC(=O)NCCCl)cc1C,Cc1cc(C)c(NC(=O)NCCCl)cc1C,IOGVWLJEOHLQMH-UHFFFAOYSA-N,3.633349405
TOX-62944,293462,"1-(1-chloropropan-2-yl)-3-(5,6,7,8-tetrahydronaphthalen-1-yl)urea",CC(CCl)NC(=O)Nc1cccc2c1CCCC2,CC(CCl)NC(=O)Nc1cccc2c1CCCC2,LLXCSIAZUOWEQN-UHFFFAOYSA-N,3.802890954
TOX-62945,293443,"1-(2-chloropropyl)-3-(5,6,7,8-tetrahydronaphthalen-1-yl)urea",CC(Cl)CNC(=O)Nc1cccc2c1CCCC2,CC(Cl)CNC(=O)Nc1cccc2c1CCCC2,OCMOBCZPWWOYAC-UHFFFAOYSA-N,4.920990266
TOX-62946,24847172,"1-O-benzoyl 4-O-ethyl 2-benzyl-5-ethyl-3-phenyl-1,2,4-triazolidine-1,4-dicarboxylate",CCOC(=O)N1C(c2ccccc2)N(Cc2ccccc2)N(C(=O)OC(=O)c2ccccc2)C1CC,CCOC(=O)N1C(c2ccccc2)N(Cc2ccccc2)N(C(=O)OC(=O)c2ccccc2)C1CC,MQOKBAOCHNZZRC-UHFFFAOYSA-N,3.564172864
TOX-62947,282481,"2-amino-6-methoxypyridine-3,4,5-tricarbonitrile",COc1nc(N)c(C#N)c(C#N)c1C#N,COc1nc(N)c(C#N)c(C#N)c1C#N,FNZQARVPPQEHAV-UHFFFAOYSA-N,4.551042438
TOX-62949,379836,"3,4,4-trifluorotricyclo[4.2.1.02,5]non-2-ene",FC1=C2C3CCC(C3)C2C1(F)F,FC1=C2C3CCC(C3)C2C1(F)F,QLYYIJDGWYWZHG-UHFFFAOYSA-N,3.492772857
TOX-62955,24847331,"N-[2-(2,2-diphenylethoxy)ethyl]-N-propan-2-ylpropan-2-amine",CC(C)N(CCOCC(c1ccccc1)c1ccccc1)C(C)C,CC(C)N(CCOCC(c1ccccc1)c1ccccc1)C(C)C,WZJQRKGWOBBZDL-UHFFFAOYSA-N,4.114605647
TOX-62958,293442,"2-(2,3-dimethylphenoxy)-N,N-diethylethanamine",CCN(CC)CCOc1cccc(C)c1C,CCN(CC)CCOc1cccc(C)c1C,BKRYKHHLQNEVRM-UHFFFAOYSA-N,3.596879727
TOX-62959,293541,1-(2-chloroethyl)-3-(2-prop-2-enylphenyl)urea,C=CCc1ccccc1NC(=O)NCCCl,C=CCc1ccccc1NC(=O)NCCCl,GVPRVQMWAGIIMZ-UHFFFAOYSA-N,3.502823904
TOX-62960,282505,1-anthracen-1-yl-3-(2-bromoethyl)urea,O=C(NCCBr)Nc1cccc2cc3ccccc3cc12,O=C(NCCBr)Nc1cccc2cc3ccccc3cc12,WTUNKSHWZYZOPD-UHFFFAOYSA-N,5.280305143
TOX-62961,293592,1-anthracen-1-yl-3-(2-chloroethyl)urea,O=C(NCCCl)Nc1cccc2cc3ccccc3cc12,O=C(NCCCl)Nc1cccc2cc3ccccc3cc12,CKZJPSNXOGOVIV-UHFFFAOYSA-N,3.727153321
TOX-62962,377683,1-[2-(3-azabicyclo[3.2.2]nonan-3-yl)ethyl]-3-methylurea,CNC(=O)NCCN1CC2CCC(CC2)C1,CNC(=O)NCCN1CC2CCC(CC2)C1,JHWADYZNWUCJJU-UHFFFAOYSA-N,3.604642554
TOX-62963,294198,"1-(1,3-benzodioxol-5-yl)-3-(2,6-dimethylphenyl)urea",Cc1cccc(C)c1NC(=O)Nc1ccc2c(c1)OCO2,Cc1cccc(C)c1NC(=O)Nc1ccc2c(c1)OCO2,AQNRLAMITQQAKZ-UHFFFAOYSA-N,4.705611746
TOX-62964,424007,1-(2-chloroethyl)-3-(2-phenylphenyl)urea,O=C(NCCCl)Nc1ccccc1-c1ccccc1,O=C(NCCCl)Nc1ccccc1-c1ccccc1,LRYHHSMHRHLJER-UHFFFAOYSA-N,3.690751255
TOX-62965,267555,"1,1-bis(2-bromoethyl)-3-naphthalen-1-ylurea",O=C(Nc1cccc2ccccc12)N(CCBr)CCBr,O=C(Nc1cccc2ccccc12)N(CCBr)CCBr,HVUKGCFZISLAKF-UHFFFAOYSA-N,3.853995721
TOX-62966,5744395,"1,1-bis(2-chloroethyl)-3-(5,6,7,8-tetrahydronaphthalen-1-yl)urea",O=C(Nc1cccc2c1CCCC2)N(CCCl)CCCl,O=C(Nc1cccc2c1CCCC2)N(CCCl)CCCl,QMBHQQVGEMWMEF-UHFFFAOYSA-N,4.875397539
TOX-62967,379655,"1-(2-bromoprop-2-enyl)-3-(3,4-dichlorophenyl)urea",C=C(Br)CNC(=O)Nc1ccc(Cl)c(Cl)c1,C=C(Br)CNC(=O)Nc1ccc(Cl)c(Cl)c1,IAADVFXQPMIOMV-UHFFFAOYSA-N,4.005401734
TOX-62968,297443,"1-(2-bromoprop-2-enyl)-3-(5,6,7,8-tetrahydronaphthalen-1-yl)urea",C=C(Br)CNC(=O)Nc1cccc2c1CCCC2,C=C(Br)CNC(=O)Nc1cccc2c1CCCC2,ACBCOSJZURZXCY-UHFFFAOYSA-N,3.74206129
TOX-62969,299627,"1-(3-bromoprop-2-enyl)-3-(1,2,3,4-tetrahydronaphthalen-1-yl)urea",O=C(NCC=CBr)NC1CCCc2ccccc21,O=C(NCC=CBr)NC1CCCc2ccccc21,AZOOAXBXLUHOCJ-UHFFFAOYSA-N,3.985099339
TOX-62970,294178,"1-(1,3-benzodioxol-5-yl)-3-(2-bromoethyl)urea",O=C(NCCBr)Nc1ccc2c(c1)OCO2,O=C(NCCBr)Nc1ccc2c(c1)OCO2,RDCOKGWXWNQHHF-UHFFFAOYSA-N,3.70986483
TOX-62971,3025303,1-(2-bromoethyl)-3-(4-bromonaphthalen-1-yl)urea,O=C(NCCBr)Nc1ccc(Br)c2ccccc12,O=C(NCCBr)Nc1ccc(Br)c2ccccc12,SSJSVZOZFBHRKZ-UHFFFAOYSA-N,5.456669629
TOX-62972,3025304,1-(2-bromoethyl)-3-(3-bromonaphthalen-2-yl)urea,O=C(NCCBr)Nc1cc2ccccc2cc1Br,O=C(NCCBr)Nc1cc2ccccc2cc1Br,KKRWNOZAVONGKE-UHFFFAOYSA-N,3.822424955
TOX-62973,3025305,1-(2-bromoethyl)-3-(4-chloronaphthalen-1-yl)urea,O=C(NCCBr)Nc1ccc(Cl)c2ccccc12,O=C(NCCBr)Nc1ccc(Cl)c2ccccc12,NEBWHEWBRVODCI-UHFFFAOYSA-N,5.311235841
TOX-62974,3025306,1-(2-bromoethyl)-3-[(4-chloronaphthalen-1-yl)methyl]urea,O=C(NCCBr)NCc1ccc(Cl)c2ccccc12,O=C(NCCBr)NCc1ccc(Cl)c2ccccc12,PRJKCCJZFPPQPL-UHFFFAOYSA-N,5.357472369
TOX-62975,3025307,1-benzhydryl-3-(2-bromoethyl)urea,O=C(NCCBr)NC(c1ccccc1)c1ccccc1,O=C(NCCBr)NC(c1ccccc1)c1ccccc1,ZIIBSXCDMUVOLI-UHFFFAOYSA-N,3.774554763
TOX-62976,3025308,1-(2-bromoethyl)-3-(2-ethoxynaphthalen-1-yl)urea,CCOc1ccc2ccccc2c1NC(=O)NCCBr,CCOc1ccc2ccccc2c1NC(=O)NCCBr,UHRBGPMASDLVQW-UHFFFAOYSA-N,3.779721433
TOX-62977,3025309,1-(2-bromoethyl)-3-[(4-ethoxynaphthalen-1-yl)methyl]urea,CCOc1ccc(CNC(=O)NCCBr)c2ccccc12,CCOc1ccc(CNC(=O)NCCBr)c2ccccc12,IIYZJZXQNAJKMF-UHFFFAOYSA-N,5.290336409
TOX-62978,282507,1-(2-bromoethyl)-1-ethyl-3-naphthalen-1-ylurea,CCN(CCBr)C(=O)Nc1cccc2ccccc12,CCN(CCBr)C(=O)Nc1cccc2ccccc12,BYWUBEKONOINJV-UHFFFAOYSA-N,3.758611847
TOX-62979,294140,1-(2-bromoethyl)-3-(9H-fluoren-1-yl)urea,O=C(NCCBr)Nc1cccc2c1Cc1ccccc1-2,O=C(NCCBr)Nc1cccc2c1Cc1ccccc1-2,CRYRTOUAXDGYDO-UHFFFAOYSA-N,4.771919347
TOX-62980,3025310,1-(2-bromoethyl)-3-[(4-propan-2-yloxynaphthalen-1-yl)methyl]urea,CC(C)Oc1ccc(CNC(=O)NCCBr)c2ccccc12,CC(C)Oc1ccc(CNC(=O)NCCBr)c2ccccc12,MKJFQRQGXIZLIA-UHFFFAOYSA-N,5.562615194
TOX-62981,3025311,1-(2-bromoethyl)-3-[(4-methoxynaphthalen-1-yl)methyl]urea,COc1ccc(CNC(=O)NCCBr)c2ccccc12,COc1ccc(CNC(=O)NCCBr)c2ccccc12,XUDZEEYTDRLXRO-UHFFFAOYSA-N,5.272636955
TOX-62982,3025312,3-(2-bromoethyl)-1-methyl-1-naphthalen-1-ylurea,CN(C(=O)NCCBr)c1cccc2ccccc12,CN(C(=O)NCCBr)c1cccc2ccccc12,WVJVTGNCRLVKTL-UHFFFAOYSA-N,4.107197246
TOX-62983,3025313,1-(2-bromoethyl)-3-[(2-methylnaphthalen-1-yl)methyl]urea,Cc1ccc2ccccc2c1CNC(=O)NCCBr,Cc1ccc2ccccc2c1CNC(=O)NCCBr,KGTXKRZKICGBJG-UHFFFAOYSA-N,5.758611847
TOX-62984,3025314,1-(2-bromoethyl)-3-[(4-methylnaphthalen-1-yl)methyl]urea,Cc1ccc(CNC(=O)NCCBr)c2ccccc12,Cc1ccc(CNC(=O)NCCBr)c2ccccc12,QBAVXAMISXCMKY-UHFFFAOYSA-N,5.63173861
TOX-62985,282508,1-(2-bromoethyl)-3-(2-naphthalen-1-ylethyl)urea,O=C(NCCBr)NCCc1cccc2ccccc12,O=C(NCCBr)NCCc1cccc2ccccc12,MCBJTMUMVUJPLO-UHFFFAOYSA-N,5.728648623
TOX-62986,3025315,1-(2-bromoethyl)-3-(naphthalen-1-ylmethyl)urea,O=C(NCCBr)NCc1cccc2ccccc12,O=C(NCCBr)NCc1cccc2ccccc12,IDDFUWIMESBRMG-UHFFFAOYSA-N,5.232135983
TOX-62987,3025316,1-(2-bromoethyl)-3-[(4-propoxynaphthalen-1-yl)methyl]urea,CCCOc1ccc(CNC(=O)NCCBr)c2ccccc12,CCCOc1ccc(CNC(=O)NCCBr)c2ccccc12,RSSNMWKQCGCQAF-UHFFFAOYSA-N,5.307342688
TOX-62988,282503,1-(2-bromoethyl)-3-quinolin-8-ylurea,O=C(NCCBr)Nc1cccc2cccnc12,O=C(NCCBr)Nc1cccc2cccnc12,RGDLBFDDNZYBPZ-UHFFFAOYSA-N,3.720383779
TOX-62989,293394,"1-(2-bromoethyl)-3-(5,6,7,8-tetrahydronaphthalen-2-yl)urea",O=C(NCCBr)Nc1ccc2c(c1)CCCC2,O=C(NCCBr)Nc1ccc2c(c1)CCCC2,FBYXVCHXMFKRNS-UHFFFAOYSA-N,3.47304296
TOX-62990,293464,1-(2-bromoethyl)-3-[2-(trifluoromethyl)phenyl]urea,O=C(NCCBr)Nc1ccccc1C(F)(F)F,O=C(NCCBr)Nc1ccccc1C(F)(F)F,CZRXJQKEIFLDHC-UHFFFAOYSA-N,3.74471338
TOX-62991,3025317,1-(3-bromopropyl)-3-naphthalen-1-ylurea,O=C(NCCCBr)Nc1cccc2ccccc12,O=C(NCCCBr)Nc1cccc2ccccc12,GHYDOJRPDHMLLI-UHFFFAOYSA-N,3.487408488
TOX-62992,293455,"1-(3-bromopropyl)-3-(5,6,7,8-tetrahydronaphthalen-1-yl)urea",O=C(NCCCBr)Nc1cccc2c1CCCC2,O=C(NCCCBr)Nc1cccc2c1CCCC2,CAOLIFMNOYZOGB-UHFFFAOYSA-N,3.744883658
TOX-62993,297788,1-(4-butylcyclohexyl)-3-phenylurea,CCCCC1CCC(NC(=O)Nc2ccccc2)CC1,CCCCC1CCC(NC(=O)Nc2ccccc2)CC1,VJLBROGHIMVHOC-UHFFFAOYSA-N,3.690208741
TOX-62994,854306,1-tert-butyl-3-naphthalen-1-ylurea,CC(C)(C)NC(=O)Nc1cccc2ccccc12,CC(C)(C)NC(=O)Nc1cccc2ccccc12,REHSGLABVNNHQU-UHFFFAOYSA-N,3.636204818
TOX-62995,294265,1-carbazol-9-yl-3-(2-chloroethyl)urea,O=C(NCCCl)Nn1c2ccccc2c2ccccc21,O=C(NCCCl)Nn1c2ccccc2c2ccccc21,YMEFUGLZZYZKBE-UHFFFAOYSA-N,3.710827305
TOX-62996,24842548,2-(cyclohexen-1-yl)-2-phenyl-4-piperidin-1-ylbutanamide,NC(=O)C(CCN1CCCCC1)(C1=CCCCC1)c1ccccc1,NC(=O)C(CCN1CCCCC1)(C1=CCCCC1)c1ccccc1,DYFVHGLQTFSGJC-UHFFFAOYSA-N,4.191642608
TOX-62997,3025318,1-butyl-3-[(4-chlorophenyl)-phenylmethoxy]pyrrolidine,CCCCN1CCC(OC(c2ccccc2)c2ccc(Cl)cc2)C1,CCCCN1CCC(OC(c2ccccc2)c2ccc(Cl)cc2)C1,LDCAVJYDEQRFHB-UHFFFAOYSA-N,4.235399654
TOX-62998,3025320,3-[(4-chlorophenyl)-phenylmethoxy]-1-(2-methylpropyl)pyrrolidine,CC(C)CN1CCC(OC(c2ccccc2)c2ccc(Cl)cc2)C1,CC(C)CN1CCC(OC(c2ccccc2)c2ccc(Cl)cc2)C1,LLFLRARDKKINCB-UHFFFAOYSA-N,3.837459646
TOX-63000,59350,2-(1-methylpyrrolidin-2-yl)ethyl 9H-fluorene-9-carboxylate,CN1CCCC1CCOC(=O)C1c2ccccc2-c2ccccc21,CN1CCCC1CCOC(=O)C1c2ccccc2-c2ccccc21,NIOZENOKDBIEHX-UHFFFAOYSA-N,4.164650216
TOX-63001,24847688,2-(1-methylpyrrolidin-2-yl)ethyl 9H-xanthene-9-carboxylate,CN1CCCC1CCOC(=O)C1c2ccccc2Oc2ccccc21,CN1CCCC1CCOC(=O)C1c2ccccc2Oc2ccccc21,HIYKMHGLFQZLMD-UHFFFAOYSA-N,4.130229525
TOX-63003,3025323,1-methyl-4-[3-[4-(phenoxymethyl)phenyl]propyl]piperazine,CN1CCN(CCCc2ccc(COc3ccccc3)cc2)CC1,CN1CCN(CCCc2ccc(COc3ccccc3)cc2)CC1,YLDGHTMHNDCRGY-UHFFFAOYSA-N,3.608081885
TOX-63009,59355,"2-(1-ethylpyrrolidin-2-yl)ethyl 2,2-diphenylacetate",CCN1CCCC1CCOC(=O)C(c1ccccc1)c1ccccc1,CCN1CCCC1CCOC(=O)C(c1ccccc1)c1ccccc1,IXKPRDSSKVNTLV-UHFFFAOYSA-N,4.352134904
TOX-63010,24834809,"2-(1,5-dimethylpyrrolidin-2-yl)ethyl 2-hydroxy-2,2-diphenylacetate",CC1CCC(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)N1C,CC1CCC(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)N1C,KFQJZNNJMLFWFC-UHFFFAOYSA-N,4.358011032
TOX-63011,24834810,"2-(1-ethylpyrrolidin-2-yl)ethyl 2-hydroxy-2,2-diphenylacetate",CCN1CCCC1CCOC(=O)C(O)(c1ccccc1)c1ccccc1,CCN1CCCC1CCOC(=O)C(O)(c1ccccc1)c1ccccc1,HBJMAWAIWAYEQL-UHFFFAOYSA-N,4.36082201
TOX-63012,59356,"3-(1-methylpyrrolidin-2-yl)propyl 2-hydroxy-2,2-diphenylacetate",CN1CCCC1CCCOC(=O)C(O)(c1ccccc1)c1ccccc1,CN1CCCC1CCCOC(=O)C(O)(c1ccccc1)c1ccccc1,CJFOGWRMHWZKCG-UHFFFAOYSA-N,4.48764489
TOX-63015,59359,"1-[4-(4-phenyl-3,6-dihydro-2H-pyridin-1-yl)phenyl]ethanone",CC(=O)c1ccc(N2CC=C(c3ccccc3)CC2)cc1,CC(=O)c1ccc(N2CC=C(c3ccccc3)CC2)cc1,FZUDWKDGMVBWFD-UHFFFAOYSA-N,4.898986745
TOX-63034,24840084,"5,5,6,6-tetrafluoro-3,4-dithiatricyclo[6.2.1.02,7]undecane",FC1(F)SSC2C3CCC(C3)C2C1(F)F,FC1(F)SSC2C3CCC(C3)C2C1(F)F,OKJRUMWYEVSTSR-UHFFFAOYSA-N,3.906982835
TOX-63035,24840085,"4,4,5,5-tetrafluoro-3,6-dithiatricyclo[6.2.1.02,7]undecane",FC1(F)SC2C3CCC(C3)C2SC1(F)F,FC1(F)SC2C3CCC(C3)C2SC1(F)F,HVILKMRAJZQIQJ-UHFFFAOYSA-N,3.906982835
TOX-63036,3025326,"4,4,5,5-tetrafluoro-3-thiatricyclo[5.2.1.02,6]dec-2(6)-ene",FC1(F)SC2=C(C3CCC2C3)C1(F)F,FC1(F)SC2=C(C3CCC2C3)C1(F)F,OIKLMTNRXSKHRL-UHFFFAOYSA-N,5.350678222
TOX-63037,379828,"4,4,5-trifluoro-3-thiatricyclo[5.2.1.02,6]dec-2(6)-ene",FC1C2=C(SC1(F)F)C1CCC2C1,FC1C2=C(SC1(F)F)C1CCC2C1,BNWKOGOFYDNKHF-UHFFFAOYSA-N,4.809206075
TOX-63038,297705,"5-chloro-4,4,5-trifluoro-3-thiatricyclo[5.2.1.02,6]decane",FC1(F)SC2C3CCC(C3)C2C1(F)Cl,FC1(F)SC2C3CCC(C3)C2C1(F)Cl,RUXVSQHURRSDKA-UHFFFAOYSA-N,5.004846008
TOX-63039,379830,"4,5-difluoro-3-thiatricyclo[5.2.1.02,6]deca-2(6),4-diene",Fc1sc2c(c1F)C1CCC2C1,Fc1sc2c(c1F)C1CCC2C1,AZGCQKXBHQVHFX-UHFFFAOYSA-N,4.01476781
TOX-63040,379831,"4,4,5,5-tetrafluoro-3-selenatricyclo[5.2.1.02,6]decane",FC1(F)[Se]C2C3CCC(C3)C2C1(F)F,FC1(F)[Se]C2C3CCC(C3)C2C1(F)F,PHSQTDFFDQCHTE-UHFFFAOYSA-N,5.436370995
TOX-63042,24840124,"N-methyl-1-azatricyclo[7.3.1.05,13]trideca-5,7,9(13)-trien-7-amine",CNc1cc2c3c(c1)CCCN3CCC2,CNc1cc2c3c(c1)CCCN3CCC2,LJZAXQWPYFMKHE-UHFFFAOYSA-N,4.925786788
TOX-63043,424003,"1-azatricyclo[7.3.1.05,13]trideca-5,7,9(13)-trien-7-ylmethanamine",NCc1cc2c3c(c1)CCCN3CCC2,NCc1cc2c3c(c1)CCCN3CCC2,ANYIDUGXCDMMJR-UHFFFAOYSA-N,4.050725524
TOX-63045,14105083,"5-(2-amino-1-hydroxyethyl)-2-[[5-carbamoyloxy-3-(3,6-diaminohexanoylamino)-4-hydroxy-6-(hydroxymethyl)oxan-2-yl]amino]-4,5-dihydro-1H-imidazole-4-carboxylic acid",NCCCC(N)CC(=O)NC1C(NC2=NC(C(O)CN)C(C(=O)O)N2)OC(CO)C(OC(N)=O)C1O,NCCCC(N)CC(=O)NC1C(NC2=NC(C(O)CN)C(C(=O)O)N2)OC(CO)C(OC(N)=O)C1O,AJUBASUIRHJEOK-UHFFFAOYSA-N,4.017487441
TOX-63046,74330068,"2,3-dihydroxy-4-[2-[(9-methyl-3-oxa-9-azabicyclo[3.3.1]nonan-7-yl)oxy]-2-oxo-1,1-diphenylethoxy]-4-oxobutanoic acid",CN1C2COCC1CC(OC(=O)C(OC(=O)C(O)C(O)C(=O)O)(c1ccccc1)c1ccccc1)C2,CN1C2COCC1CC(OC(=O)C(OC(=O)C(O)C(O)C(=O)O)(c1ccccc1)c1ccccc1)C2,HPRVZXYTOWSBTN-UHFFFAOYSA-N,3.950361377
TOX-63047,380301,"8-benzyl-1,1-dimethyl-2-oxa-8-azaspiro[4.5]decan-3-one",CC1(C)OC(=O)CC12CCN(Cc1ccccc1)CC2,CC1(C)OC(=O)CC12CCN(Cc1ccccc1)CC2,ZSNQTNXQNSSTTB-UHFFFAOYSA-N,3.561699121
TOX-63048,299433,"3-(3,4-dimethoxyphenyl)-4-methylidene-1-oxa-3-azaspiro[4.5]decan-2-one",C=C1N(c2ccc(OC)c(OC)c2)C(=O)OC12CCCCC2,C=C1N(c2ccc(OC)c(OC)c2)C(=O)OC12CCCCC2,FCESSRRYTZOHNX-UHFFFAOYSA-N,3.733767425
TOX-63049,24840740,8-[4-(4-fluorophenyl)-4-oxobutyl]-3-propyl-2-oxa-8-azaspiro[4.5]decan-1-one,CCCC1CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C(=O)O1,CCCC1CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C(=O)O1,PYTSTYFWTTUPHT-UHFFFAOYSA-N,4.215633959
TOX-63050,24840749,"2-[[3-(bromomethyl)phenyl]methyl]-3a,4,5,6,7,7a-hexahydro-4,7-epoxyisoindole-1,3-dione",O=C1C2C3CCC(O3)C2C(=O)N1Cc1cccc(CBr)c1,O=C1C2C3CCC(O3)C2C(=O)N1Cc1cccc(CBr)c1,TVXZNZAOLNLUIH-UHFFFAOYSA-N,4.289058518
TOX-63051,24840754,"8-(2,3-dihydro-1,4-benzodioxin-3-ylmethyl)-3,4-dimethyl-1-oxa-3,8-diazaspiro[4.5]decan-2-one",CC1N(C)C(=O)OC12CCN(CC1COc3ccccc3O1)CC2,CC1N(C)C(=O)OC12CCN(CC1COc3ccccc3O1)CC2,SDAZZIGHRCKJED-UHFFFAOYSA-N,3.773472988
TOX-63052,380306,"8-[4-(4-fluorophenyl)-4-oxobutyl]-3,4-dimethyl-1-oxa-3,8-diazaspiro[4.5]decan-2-one",CC1N(C)C(=O)OC12CCN(CCCC(=O)c1ccc(F)cc1)CC2,CC1N(C)C(=O)OC12CCN(CCCC(=O)c1ccc(F)cc1)CC2,NNVJLKDVSMHRPO-UHFFFAOYSA-N,3.793912556
TOX-63053,59396,"2-(2-chlorophenyl)-5-naphthalen-1-yl-1,3,4-oxadiazole",Clc1ccccc1-c1nnc(-c2cccc3ccccc23)o1,Clc1ccccc1-c1nnc(-c2cccc3ccccc23)o1,ALRBTNFQZDXXRG-UHFFFAOYSA-N,3.486787403
TOX-63054,59397,"5-methyl-N-naphthalen-1-yl-1,3,4-oxadiazol-2-amine",Cc1nnc(Nc2cccc3ccccc23)o1,Cc1nnc(Nc2cccc3ccccc23)o1,JDJIMBCRNDUTPF-UHFFFAOYSA-N,3.477605464
TOX-63055,59399,"3-(2-phenylethyl)-2H-1,3,4-oxadiazol-5-amine",NC1=NN(CCc2ccccc2)CO1,NC1=NN(CCc2ccccc2)CO1,ICIXTVZOLWBDGO-UHFFFAOYSA-N,3.317777282
TOX-63066,3025328,N-(2-ethylphenyl)-2-(2-methoxybutylamino)propanamide,CCc1ccccc1NC(=O)C(C)NCC(CC)OC,CCc1ccccc1NC(=O)C(C)NCC(CC)OC,QYSXRCBRAZEXKP-UHFFFAOYSA-N,4.029689643
TOX-63067,380232,N-[1-[4-hydroxy-4-[3-(trifluoromethyl)phenyl]piperidin-1-yl]propan-2-yl]-N-phenylpropanamide,CCC(=O)N(c1ccccc1)C(C)CN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1,CCC(=O)N(c1ccccc1)C(C)CN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1,ANLCHBGKKKGPRO-UHFFFAOYSA-N,4.382719275
TOX-63068,3025331,N-phenyl-N-[1-(1-phenylcyclohexyl)piperidin-4-yl]propanamide,CCC(=O)N(c1ccccc1)C1CCN(C2(c3ccccc3)CCCCC2)CC1,CCC(=O)N(c1ccccc1)C1CCN(C2(c3ccccc3)CCCCC2)CC1,QZPDSVXAFFEZCJ-UHFFFAOYSA-N,3.843511967
TOX-63069,3025332,N-phenyl-N-[1-[(2-phenylcyclopropyl)methyl]piperidin-4-yl]propanamide,CCC(=O)N(c1ccccc1)C1CCN(CC2CC2c2ccccc2)CC1,CCC(=O)N(c1ccccc1)C1CCN(CC2CC2c2ccccc2)CC1,BZPKGPONIGJKFD-UHFFFAOYSA-N,4.304055872
